,job_name,put_time,salary,city,city_zh,recruit_num,work_year,study,company,company_url,work_addr,jd,jd_duty,jd_require,workfare,job_url
111664358,实验室检验技术员（长治）,2019-04-02,changzhi,长治,2.5-3千/月,1人,1年工作经验,大专,上海凡迪基因科技有限公司,,上班地址 : 长治,"
岗位职责：1、 负责样本的接收、离心及入库；2、 负责DNA的提取及产前文库的制备；3、 负责配合测序部门的标准完成定量及pooling工作；4、 完成上级主管临时安排的其他工作。任职要求：1、生物技术、医学检验等相关专业，专科及以上学历；2、具有一年以上高通量测序工作经验者优先，优秀应届生亦可；3、掌握DNA提取、PCR、电泳、荧光定量PCR等相关专业知识；4、乐观开朗、做事认真负责，学习理解能力强；5、持有PCR上岗证者优先。 ",,,"['五险一金', '定期体检', '带薪年假', '专业培训', '绩效奖金', '餐饮补贴', '交通补贴', '通讯补贴', '弹性工作']",https://m.51job.com/jobs/changzhi/111664358.html
111850016,燕之屋导购6K+,2019-04-02,jiaozuo,郑州,6-8千/月,6人,1年工作经验,大专,河南燕之杰商贸有限公司,,上班地址 : 金水区花园东风路交叉口向西300米路南 燕之屋碗燕,"
1、专卖店终端销售，店面日常运营管理。2、产品推广及品牌推广。职位要求：1、工作态度积极、乐观、勤奋、有责任心、学习力强。2、大专及以上学历，具有优秀的沟通、合作、组织协调能力。3、年龄25-40岁，身体健康，形象气质佳，普通话流利，亲和力强，有从事奢侈品销售经验者优先。薪资待遇：店员底薪4000转正后综合薪资6000-12000元面试流程：1、网申/电询2、公司初试、复试、门店最终面试3、培训及门店运营实践工作说明：1.在店铺工作完全适应之后，表现优秀者公司将安排至厦门总部进行专业强化培训；2.公司管理严格3.最近一份工作未达到1年者请慎重投递简历。联系人：李经理17796659337投递简历邮箱：2083654993@qq.com面试地址：郑州市金水区东风路花园路交叉口向西300米路南 燕之屋碗燕 ",,,"['五险', '专业培训', '绩效奖金', '员工旅游', '通讯补贴', '年终奖金', '餐饮补贴']",https://m.51job.com/jobs/zhengzhou/111850016.html
97206947,,,qingyuan,,,,,,,,,,,,,https://m.51job.com/jobs/qingyuan/97206947.html
110968616,维修员（湖南湘阴上班）,2019-04-02,yueyang,湖南省,3-4千/月,2人,1年工作经验,初中及以下,深圳市精博德科技有限公司,,上班地址 : 岳阳市湘阴县湘阴工业区,"
任职资格：1、20-38岁，初中以上学历，电子专业；2、掌握电路基础与应用；3、对电子原理图及PCB有一定的认识认知；4、熟练掌握烙铁焊接技术；5、服从领导安排。 ",,,"['提供食宿', '带薪年假', '月度生活福利', '节日福利', '岗位晋升', '专业培训']",https://m.51job.com/jobs/hunansheng/110968616.html
112123312,业务代表（食品-汕尾）,2019-04-02,shanwei,汕尾,3-4.5千/月,3人,,高中,广州王老吉药业股份有限公司营销中心食品事业部,,上班地址 : 海丰,"
			岗位职责:1、负责所辖区域内新客户的开发，维护老客户，进行销售网络布建； 2、依据公司总体销售策略，制定和实施所辖区域的行动计划； 3、执行公司各项政策，包括销售指标、行动计划目标及促销活动，并落实各项标准； 4、收集市场信息及重要客户销售数据，协助上级做好分析工作。 
任职资格:1、一年以上快消品行业销售工作经验； 2、主动性强、能承受较大工作压力； 3、人品端正、诚实，具有良好的人际交往和业务执行能力。 ",,,"['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '带薪年假', '定期体检', '绩效奖金']",https://m.51job.com/jobs/shanwei/112123312.html
112125854,执行总经理,2019-04-02,mianyang,六安,15-20万/年,1人,5-7年工作经验,高中,霍邱县红旭新型建材有限公司,,上班地址 : 安徽省六安市霍邱县临淮镇,"
			煤矸石新型墙体空心砖原材料采购、生产、销售、人事管理 ",,,,https://m.51job.com/jobs/liuan/112125854.html
109776185,运营管培生/储备干部—苏州（市场/营运/管理）,2019-04-02,yancheng,苏州-姑苏区,4-5千/月,20人,无工作经验,大专,苏州肯德基有限公司,,上班地址 : 、园区、高新区、相城区、吴中区的肯德基餐厅,"
工作地点：可自由选择园区、姑苏区、高新区、相城区、吴中区的肯德基餐厅任职条件：- 20-28岁，性别不限，户籍不限- 全日制本科学历，优秀大专生亦考虑。专业不限（同时欢迎 2019 应届毕业生应聘）- 适应早晚班和高效的工作环境- 学生干部、社团经验、连锁零售服务行业（优衣库、GAP、必胜客、麦当劳、德克士、欧尚、大润发、coco、一点点、七分甜等）***经历优先-管理类（人力资源管理、行政管理、市场营销、物理管理、财务管理、会计、文秘）、语言类、电子机械类、旅游管理类专业优先工作职责：值班管理：餐厅营运现场管理，确保员工操作标准度和现场营运的顺利；品质管理：对产品制作各环节进行有效管理，保证食品安全；设备管理：制定并执行餐厅设备设施的保养计划，与设备维修工程师互动，保证餐厅生产设备持续有效运转；排班管理：通过营运系统大数据的反馈，合理安排员工的工作时间，确保充足合理的现场人力；订存货管理：结合系统的数据反馈与营业额预估，科学订货；并结合食品安全要求，合理管控库存；人员训练与发展：制定员工招募、培训计划，推动员工技能提升，规划员工职业生涯；团队管理：预测整合、配置资源、提升个人领导力，打造攻坚团队；效能提升：通过营运系统对相关指标进行分析、管控，有效管控成本，达成最优利润。个人成长： ★ 快速的成长晋升通路：肯德基商学院和必胜客管理学院以688为晋升模式，两年内三级跳，将毫无经验的职场新人，培养成为餐厅经理的。★ 餐厅经理是我们最重要的领导者：第一线带领团队，全面管理餐厅的营运、销售、利润，人员。充分授权，独立经营一家时尚餐厅。-职业发展：★ 职场不将就：公平公正晋升制度，两年职场三连跳。飙升餐厅经理，年轻活力的团队，让职场生涯不将就。-企业文化： ★环境：时尚、极具数字化体验★老板：平等开放的沟通方式★氛围：朋友一样的氛围，尽情自在的工作环境 薪资福利★灵活公平的薪酬：- 月薪+季度绩效奖金，首年年薪约5万 - 6万起- 每年进行绩效调薪★完善贴心的福利：- 五险一金？必须有！还有额外商业医疗保险（子女也可以享受哦）- 工作节奏快？除了每周休息2天，另有带薪年假10天（入职当年即享有）起，让你获得充分放松- 工作压力大？年度大型主题趴、每年N次户外旅游、员工家族活动、员工生日惊喜趴……让你参加到腿软！- 初来乍到心发慌？各种主题工作室教你如何轻松处理工作，更有机会和市场总经理面对面，详解公司战略，确定奋进目标！★更多选择的工作地点：市内及周边餐厅（未来可提供跨地区转调机会）我们提供极具竞争力的薪资，并会定期评估其市场竞争力。同时，以业绩为核心的奖金方案，更好地实现激励与授权。除了国家规定的福利外，餐厅经理享受特别定制的福利。满一年，授予YUMC限制性股票，成为公司的股东。满两年，可以享受全家健康关怀计划（本人、配偶、子女，父母，配偶父母）满三年，享受补充购房福利计划（免息贷款、利息补贴）。 ",,,"['专业培训', '晋升空间', '绩效奖金', '年度调薪', '五险一金', '做五休二', '带薪年假', '节日福利', '商业医疗保险', '年度健康体检']",https://m.51job.com/jobs/suzhou-gsq/109776185.html
110375034,倒班系统工程师,2019-04-02,dalian,大连-沙河口区,0.8-1万/月,1人,3-4年工作经验,本科,恩梯梯通信系统（中国）有限公司大连分公司,,上班地址 : 沙河口区五一路267号软件园17号楼5F,"
为应对公司业务的不断扩大，我司急需一批系统工程师，若您持有CCNP及以上资格，具有较好的沟通能力，并愿意接受挑战，能承受一定的工作压力，我们诚邀您的加盟。同时，我司也欢迎优秀的应届毕业生应聘。基本要求：1. CCNP资格，了解CISCO及主流厂商网络设备的设计、部署，最好有实际的系统集成经验2. 日语或英语可工作交流3. 工作认真、踏实，具有较强沟通能力4. CCNP及以上资格优先5. 有通信网络行业经验者优先6. 日语或英语商务水平优先7. 应届毕业生应聘可 ",,,"['五险一金', '补充医疗保险', '员工旅游', '通讯补贴', '专业培训', '出国机会', '年终奖金', '定期体检']",https://m.51job.com/jobs/dalian-shkq/110375034.html
110701910,医药代表/销售代表/业务员,2019-04-02,yuncheng,运城,4-8千/月,1人,无工作经验,大专,福元药业有限公司,,上班地址 : 市场所在城市,"
岗位职责：1、完善销售区域内的网络建设，合理设置一级商、分销商的布局。2、负责销售区域内一级商的发货、回款、库存、流向、价格等工作。3、积极开拓市场，适时组织渠道拦截、终端产品订货会；合理掌控终端，   做好市场开发工作。4、确保销售区域的销售指标的完成。5、监督掌控本销区各级商业公司产品推广活动的执行及费用使用情况。 任职资格：1、年龄35周岁以下；2、专科以上学历，医药、营销专业优先考虑。3、有一年以上医药行业商务营销工作经验。4、熟悉区域内医药商业公司，适应出差，有较好的抗压能力。5、良好的沟通协调及书面表达、分析、执行、反思能力。6、态度积极乐观，具责任感、团队协作精神。7、诚信正直，有良好的职业道德和职业操守。 注：工作模式为商务+重点终端(商务为主) ",,,"['五险一金', '免费班车', '员工旅游', '餐饮补贴', '专业培训', '绩效奖金', '定期体检', '公寓宿舍']",https://m.51job.com/jobs/yuncheng/110701910.html
112125108,区域销售代表（黑龙江地区）,2019-04-02,qiqihaer,哈尔滨-香坊区,6-8千/月,若干人,2年工作经验,高中,黑龙江希墨环保科技有限公司,,上班地址 : 哈平路147号风车小镇5号楼12层,"
岗位要求：1、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；2、具备一定得市场分析及判断能力，良好的客户服务意识；3、汽车行业从业经验者优先；4、有C1以上驾驶证者优先。岗位职责：1、负责公司产品的销售及推广（我司主要销售车用尿素溶液）；2、开拓新市场，发展新客户，增加产品销售范围（产品针对各中小修配厂及车主，市场范围广，只要肯吃苦，销售目标非常容易完成）；3、管理维护客户关系以及客户间的长期战略合作计划（车用尿素为消耗品，客户需求量大）；4、公司可不坐班，上下班不打卡；5、个人交首付买车，业绩突出，后续还款费用由公司承担；6、能适应出差。可根据求职者居住地就近安排市场区域。 ",,,"['弹性工作', '五险一金', '通讯补贴', '专业培训', '绩效奖金']",https://m.51job.com/jobs/hadongbin-xfq/112125108.html
109648956,销售主任/餐饮渠道/重庆/西南区,2019-04-02,chongqing,重庆,1-1.5万/月,1人,5-7年工作经验,大专,李锦记（中国）销售有限公司,,上班地址 : 重庆市区,"
1、负责与所属区域内各高端餐饮及酒店（星级酒店，大型连锁餐饮，配送中心，食品工厂等）的重要客户进行客情维护，与其建立良好的客户关系；2、管理团队根据公司要求设定合理的拜访计划及客户订单周期，有效达成当年度销售目标。3、负责收集汇总各终端的客户信息，积极开发（渗透）新sku，提升单个客户的sku分销数，并建立起管理区域的客户信息档案；4、负责团队有效达成销售任务。制定设计一系列年度活动方案，并参与监督和跟进执行效果；5、负责团队收集并汇总竞品相关的重要信息并制定合理的因应建议；6、责任做好新品及重要产品的推广计划及分销工作，达成公司要求；7、配合展开各项团队建设工作，积极协作团队各项活动；职位要求1、大专以上学历，营销专业为佳2、四年以上快速消费品销售经验，两年以上销售队伍管理经验，如有调味品行业餐饮大客户管理经验更佳 ",,,"['弹性工作', '带薪年假', '五险一金', '高温补贴', '通讯补贴', '住房补贴', '交通补贴', '绩效奖金']",https://m.51job.com/jobs/chongqing/109648956.html
103664654,监理员,2019-04-02,tianjin,天津-武清区,3-4.5千/月,若干人,1年工作经验,大专,北京建工京精大房工程建设监理公司,,上班地址 : 天津市武清区杨村,"
工程类相关专业，大专以上学历，可招收应届毕业生，有实际工作经验优先。 ",,,,https://m.51job.com/jobs/tianjin-wqq/103664654.html
97965301,广告销售-丽人事业部（济南）,2019-04-02,jinan,济南,0.8-1.5万/月,2人,,大专,美团点评,,上班地址 : 历下区美团,"
岗位职责：1、通过销售拜访，了解商户的业务现状与实际需求并结合消费者的消费动向，制定个性化营销方案，与商户谈判并达成合作；2、执行公司的销售策略及政策，达成业绩目标；3、与公司各部门配合，及时处理用户的反馈、投诉和建议，提高用户满意度；4、归档和更新所有目标商户拜访、协议、服务条款等有关的文件和数据，确保信息在数据库中得到正确的维护；任职要求：1、大专及以上学历，有销售工作经验优先；2、有很强的学习能力和适应能力，适应互联网行业的快速发展，精力充沛，具备在高强压力下出色完成任务的能力；3、具备较强的人际沟通及逻辑思维能力，思维敏捷，能够准确把握产品优势和客户心理，高效整合内外部资源促成销售业绩；4、富有激情和创新理念，追求个人职业发展和公司利益的双赢；5、热爱销售，善于挑战，积极乐观，有强烈的成功欲望和企图心；6、为人正直，诚实可靠，以公司利益为重； ",,,"['五险一金', '交通补贴', '专业培训', '通讯补贴', '弹性工作', '周末双休', '节日福利']",https://m.51job.com/jobs/jinan/97965301.html
101799067,地市OTC业务主管,2019-04-02,xianning,咸宁,3-4.5千/月,2人,,,武汉市南方药品有限公司,,上班地址 : 咸宁,"
要求： 1、中专以上学历，医药相关专业者优先，有相关工作经验者优先 2、吃苦耐劳，有上进心，有团队精神 3、具良好的沟通能力、谈判技巧及管理能力 4、有较强的市场开发和客户关系能力 岗位描述： 1、负责公司产品的铺货、推广、回款 2、店员产品知识的培训 3、客情关系的维护 4、新市场的开拓 ",,,,https://m.51job.com/jobs/xianning/101799067.html
108844720,培训岗,2019-04-02,wuhu,芜湖,3.5-4.5千/月,1人,,本科,新华人寿保险股份有限公司安徽分公司,,上班地址 : 芜湖市镜湖区民生路26号(凯帆大厦)17层,"
学历要求：统招全日制本科及以上。岗位要求1、分析培训需求，协助拟订并落实分公司培训计划及费用计划2、 联系各类培训机构，组织开展员工培训，并进行培训效果反馈3、 组织培训材料，整理培训档案，进行培训、专业资格数据维护联系电话：0553-3832765 联系人：何淑俊 ",,,"['五险一金', '补充医疗保险', '员工旅游', '定期体检', '专业培训', '年终奖金', '误餐补助', '周末双休', '节日福利']",https://m.51job.com/jobs/wuhu/108844720.html
110475112,交行信用卡客户经理J,2019-04-02,luoyang,洛阳,0.8-1万/月,3人,,大专,交通银行股份有限公司太平洋信用卡中心,,上班地址 : 洛阳市洛龙区政和路厚载门街口西50米路南李伟汽修西隔壁,"
负责交通银行信用卡业务的推广、申请客户资质审核、业务办理及客户服务工作。 要求： 1.具备良好的沟通能力； 2.具备高度的责任意识； 3.希望挑战高薪； 4.35周岁以下； 5.大专及以上学历（国家教育网可查询）。 在交行，我们倡导员工和企业一起成长。从薪酬福利、职业发展、人文关怀等方面，努力为员工创造和谐进取的工作环境。一经录用，即为员工缴纳五险一金，月度绩效奖金上不封顶，在提供有竞争力的收入保障同时，更注重员工的职业生涯发展，通过专业人才培养机制，帮助员工获得成长。 工作地址 洛阳市洛龙区政和路厚宰门街交叉口联系电话：037960690677 15838588291 ",,,,https://m.51job.com/jobs/luoyang/110475112.html
112125609,水电工（物业）,2019-04-02,jieyang,揭阳,3-4.5千/月,1人,3-4年工作经验,中专,康美健康小镇投资普宁有限公司,,上班地址 : 广东省普宁市流沙环城南路与广达南路交汇处康美福临门营销中心二楼,"
1）必须要有低压电工证，最好有高压证2）精通380V/220V电力维修，能懂弱电3）做过小区物业电工优先，熟悉解决一般电气检修、更换，对低压设备、控制开关操作熟练4）年龄要求25-42岁 ",,,,https://m.51job.com/jobs/jieyang/112125609.html
112125843,执行总经理,2019-04-02,nanyang,六安,15-20万/年,1人,5-7年工作经验,高中,霍邱县红旭新型建材有限公司,,上班地址 : 安徽省六安市霍邱县临淮镇,"
			煤矸石新型墙体空心砖原材料采购、生产、销售、人事管理 ",,,,https://m.51job.com/jobs/liuan/112125843.html
111190870,农业技术员,2019-04-02,nanchong,绵阳,3-4.5千/月,3人,,中专,四川阿里邦尼商务服务有限公司,,上班地址 : 桂园雅居4期2栋2楼（涪城万达对面）,"
岗位职责1、负责制定公司农业生产发展规划，从理论和实践上进行可行性分析、论证，并积极组织实施；2、根据蚕业产业化发展的需要，提出生产和科学技术上应采取的技术措施，解决生产中重大技术问题；3、每个技术推广项目完成后，必须认真做好总结，、技术报告和工作总结；4.主要从事蚕桑等制种技术指导职位要求：岗位要求：1、45岁以下，形象气质良好；2、蚕学等相关专业院校，大专以上学历优先；3、有林木行业经验者优先、有驾照优先、能适应下基地与田间工作。4、可接受相关专业的优秀应届毕业生注：招聘公司为：嘉源亿泽现代农业科技有限公司。 ",,,"['年终奖金', '绩效奖金', '交通补贴', '五险']",https://m.51job.com/jobs/mianyang/111190870.html
111729406,销售经理（青海）,2019-04-02,xining,西宁,4-5千/月,1人,3-4年工作经验,本科,北京中教启星科技股份有限公司,,上班地址 : 西宁市,"
1、负责制定区域销售计划，拓展区域客户，发掘销售机会，开展营销工作；2、合理制定本区域销售策略和费用预算，完成销售业绩目标和利润目标；3、负责制订区域内的市场策略，协力进行市场推广，树立品牌形象；4、对已签项目进行跟踪管理，负责项目实施交付工作中的内外部协调和节点管理；5、建立和完善客户档案，维护良好关系，持续提升客户满意度，树立良好的企业形象；6、及时完成领导交代的其他事宜。任职要求：1、统招本科及以上学历，2年及以上大客户营销工作经验；2、熟悉项目式销售和政府招投标流程，有投标相关经历，具有普教行业相关工作经验者优先；3、良好的沟通、协调和组织能力；4、能够接受出差。 ",,,"['五险一金', '专业培训', '绩效奖金', '交通补贴', '餐饮补贴', '通讯补贴']",https://m.51job.com/jobs/xining/111729406.html
98693898,销售代表（10-20万）,2019-04-02,ezhou,武汉-黄陂区,1-1.5万/月,2人,2年工作经验,大专,武汉中南工程机械设备有限责任公司,,上班地址 : 盘龙城经济开发区宋岗一路特一号,"
      武汉中南拥有多品牌经营资源整合能力，经营、管理成熟度高，公司倡导“快乐工作、快乐生活”的企业文化，兼具科学且极具吸引力的薪酬模式，系统完善的培训体系，五级双通道晋升体系、完善且有保障的福利体系。公司历经23年的沉淀，致力于国内外一线高端品牌工程机械销售，一路稳健发展，是行业内的风向标和标杆，我们栽培了一批批优秀的精英，同时也为优秀的人才成就职业梦想。欢迎加入我们！岗位职责：1、按照公司规定完成客访、销售预测等销售过程的各项工作；2、制定销售计划，并按计划拜访客户和开发新客户，完成公司下达的销售任务；3、了解区域市场，完成所属区域的产品宣传和推广，不定期开展市场活动，及时反馈市场动态；4、协助解决客户在设备使用中出现的问题，做好客户关系维护；5、及时收回各项应收款； 6、完成领导安排的其他工作。任职资格：1、20-45岁，大专及以上学历，在工程机械行业过往业绩良好者条件可适当放宽；2、一年以上行业销售工作经验，过往销售业绩良好；3、熟悉和热爱工程机械行业；4、较强的沟通表达能力、销售技巧以及谈判能力；良好的协调能力；具备电脑一般操作能力；5、具备吃苦精神，有一定的抗压能力和团队意识； 5、熟练驾驶，有车，有驾照优先。福利待遇：1、薪酬结构：底薪+提成+奖金+业绩奖+工龄奖 +社保2、不定期旅游+公司户外拓展 ；3、公司交通便利：地铁直达、有员工班车接送；4、公司提供带薪培训，全面系统的职业培训；5、公司提供五险，按国家规定为您缴纳；6、不定期公司聚餐、公司年会；7、带薪休假（年休假、产假、婚假等有薪休假）、法定节假日、节日礼品、生日福利等。 ",,,"['五险一金', '交通补贴', '专业培训', '绩效奖金', '弹性工作', '国外旅游', '国内旅游', '带薪年假']",https://m.51job.com/jobs/wuhan-hpq/98693898.html
110095916,销售代表（漳州）,2019-04-02,zhangzhou,漳州,5-8千/月,2人,无工作经验,中专,上海英科实业有限公司,,上班地址 : 福建省漳州市,"
岗位职责：1. 负责有效开拓市场，发掘潜在客户；2. 维护良好的客户关系，接待来访客户，拓展与维护重要客户；3. 执行公司营销策略并对区域市场开拓进行策划；4. 提供市场趋势、需求变化、竞争对手和客户反馈方面的准确信息；5. 完成上级领导交办的其他事项。岗位要求：1. 全日制中专及以上学历；2. 1-3年营销工作经验优先；3. 具有良好的客户沟通能力、市场管理能力和市场拓展能力；4. 诚实守信、性格开朗、吃苦耐劳，能在压力下工作；5. 具有较强的客户服务意识及良好的团队合作精神。 ",,,"['带薪年假', '五险一金', '专业培训', '节日福利', '包住宿', '交通补贴', '餐饮补贴', '通讯补贴']",https://m.51job.com/jobs/zhangzhou/110095916.html
94296279,平安优才招募,2019-04-02,zhengzhou,郑州-二七区,15-20万/年,2人,1年工作经验,大专,中国平安人寿保险股份有限公司河南分公司,,上班地址 : 淮河路与交通路交叉口西南角中国平安6楼,"
			一、 任职要求：1、25—45周岁，2、大专以上学历；3、郑州市居住1年以上，且郑州市户口优先4、2年以上工作经验，职业类别为中小企业主，教师，财会，企业高管，律师，医生，等行业且在原有单位工作成绩优异！5、踏实、诚恳、勤奋，有强烈的成就自己事业与梦想的愿望；二、收入及福利待遇：1、试用期内享有最高训练津贴5100 + 佣金（提成），以及业绩津贴，个人季度奖等。2、转正后享有训练津贴，初年度佣金、新人卓越奖、续年度服务津贴、继续率奖金、增员奖金、业绩津贴，个人季度奖等奖励；3、享有人身意外保险、定期寿险和住院医疗保险、基本养老补贴等；4、每周上班时间周一至周五上午8:30-10:30，工作时间有弹性；三、培训1、专业的保险知识（人寿险、养老险、健康医疗险、团体险、企业财产险等）；2、专业的营销系列培训（营销知识、销售技巧、客户服务与管理等）；3、综合金融产品知识与销售培训4、专业的讲师系列培训与养成等等。5、享有公司免费的高标准的专属优才的培训计划，优才转正培训，优才02起飞，优才沙龙，优才主任养成等四、个人发展（在平安，可以根据您的优势和爱好发展成为）：1、销售精英（行销主任、行销经理）：如果您是位行销高手又喜欢自由的生活，您可以成为优秀的行销精英。2、卓越的营销管理人员（业务主任、营业部经理、总监）：卓越的管理人才，如果您具有管理才能，并喜欢带领您的团队一起创造美好生活的话，这将是您大显身手的舞台。3、专业的培训讲师：如果您具备良好的表达、沟通及培训能力，您可以成为倍受尊敬的五星级讲师。五、优势1、 公司提供完善优厚有竞争力的薪酬福利，多元化的收入来源(多达三十项)，上不封顶。目前我公司普通业务人员年薪普遍在6万至10万，主管平均月收入在2.2万左右，部经理年薪已达到50万以上！2、专业培训：最好的培训在平安，平安被誉为业内的黄埔军校，各项完善的培训机制让一张白纸的新人也能成为业内的销售精英！3、科技：中国平安从深圳开始发展，以创新和梦想为企业的文化之一，在新的机遇下，用科技创造未来，全面进入3.0时代，让服务更简单，让客户更方便，更信赖，让我们工作更轻松。4、福利保障：考虑到人才发展的长远性，本理财顾问创业计划在福利保障方面为您想到更多，基本医疗、意外保险、养老公积金，长期服务奖等使员工能够发展于平安，留存于平安。特别说明：不在郑州工作的人员、请勿投递，请选择合适的岗位后再投递简历，勿重复投递谢谢！工作地址公司名称：中国平安人寿保险股份有限公司河南分公司发祥营业区公司地址：河南省郑州市二七区淮河路交通路西南角中国平安6楼招聘专线：13137110913            13526452363			",,,"['补充医疗保险', '员工旅游', '专业培训', '出国机会', '绩效奖金', '年终奖金', '弹性工作', '定期体检']",https://m.51job.com/jobs/erqiqu/94296279.html
110200720,购车顾问-中山-11126,2019-04-02,zhongshan,中山,6-7.9千/月,5人,无工作经验,大专,优信集团,,上班地址 : 西区彩虹大道鸿源机动车交易市场F1-6卡优信二手车,"
			岗位职责1、接听客户咨询电话，为客户介绍公司汽车金融产品及平台二手车源；2、帮助客户匹配意向车源，将意向客户邀约到店，促成成交，完成销售任务；3、做好销售线索跟进及回访，服务好客户；4、了解客户需求，为意向客户提供金融服务，提高金融成交率。任职要求1、	大专及以上学历；2、	良好的沟通能力和团队协作能力；3、	熟悉当地二手车或新车行业；4、	有汽车金融行业及信贷行业者优先。			",,,"['带薪年假', '五险一金', '专业培训', '交通补贴', '绩效奖金', '通讯补贴', '高温补贴', '补充医疗', '意外伤害保险', '节日福利']",https://m.51job.com/jobs/zhongshan/110200720.html
110114144,肯德基值班经理-句容,2019-04-02,zhenjiang,镇江,4-4.5千/月,若干人,无工作经验,大专,无锡肯德基有限公司,,上班地址 : 句容市区及郭庄镇奥特莱斯各肯德基餐厅,"
工作地点：- 句容市区、郭庄奥特莱斯各肯德基餐厅- 具体地点就近安排您将从事:- 餐厅现场人员管理，订货排班，成本控制,设备维护等营运系统管理工作您将得到：- 通过“688”肯德基商学院课程，最快可在22个月内实现“储备经理-副经理-资深副经理-餐厅经理”华丽丽的职场三级跳，晋升到核心管理岗位，更快拉开和同龄人差距！- 为年轻人量身定制的培训课程、一对一导师辅导、系统的实战演练、与职场大咖交流最牛经验……在升级打怪一般的学习体验中Get到品牌管理、利润管理、薪酬管理等全方位的职业技能！具备以下条件，即可申请：- 拥有大专以上学历- 热情开朗，善于与人沟通- 适应倒班和高效的工作环境- 乐于从事连锁餐饮零售业薪资福利：- 基本工资为3850元/月，奖金约400元/月，每年调薪一次，依照国家规定享受五险一金- 提供带薪年假（10-20天），商业医疗保险（本人和子女）- 员工若租房，可享受补贴300元/月。- 享有年会、尾牙、喜贺礼金、抚慰礼金，每年提供免费体检- 每周五天工作制，享有法定节：假日、婚假、产假、护理假、病假、丧假等带薪假 ",,,"['做五休二', '弹性工作', '带薪年假', '五险一金', '专业培训', '节日福利', '绩效奖金']",https://m.51job.com/jobs/zhenjiang/110114144.html
97975079,广告销售-丽人事业部（珠海）,2019-04-02,zhuhai,珠海,0.8-1.5万/月,2人,,大专,美团点评,,上班地址 : 当地办公室,"
岗位职责：1、通过销售拜访，了解商户的业务现状与实际需求并结合消费者的消费动向，制定个性化营销方案，与商户谈判并达成合作；2、执行公司的销售策略及政策，达成业绩目标；3、与公司各部门配合，及时处理用户的反馈、投诉和建议，提高用户满意度；4、归档和更新所有目标商户拜访、协议、服务条款等有关的文件和数据，确保信息在数据库中得到正确的维护；任职要求：1、大专及以上学历，有销售工作经验优先；2、有很强的学习能力和适应能力，适应互联网行业的快速发展，精力充沛，具备在高强压力下出色完成任务的能力；3、具备较强的人际沟通及逻辑思维能力，思维敏捷，能够准确把握产品优势和客户心理，高效整合内外部资源促成销售业绩；4、富有激情和创新理念，追求个人职业发展和公司利益的双赢；5、热爱销售，善于挑战，积极乐观，有强烈的成功欲望和企图心；6、为人正直，诚实可靠，以公司利益为重； ",,,"['周末双休', '弹性工作', '带薪年假', '五险一金', '专业培训', '节日福利', '交通补贴']",https://m.51job.com/jobs/zhuhai/97975079.html
110868956,集团公司诚聘行政专员,2019-04-02,zhoukou,周口,4-6千/月,1人,1年工作经验,大专,河南新中金实业有限公司,,上班地址 : 沈丘,"
1、负责企业行政事务管理工作，为企业各项工作的正常运营提供有效的支持和协调，确保企业高效、正常运转；2、负责行政制度及行政流程的优化、完善；3、负责管理企业各种印章、证照、资质证件等，并配合政府部门做好年检工作；4、负责组织举办员工活动及各类会议、娱乐等各项活动，对会议及活动举办过程提供支持；5、组织做好企业办公设备和其他行政财产物资的登记、造册、定期盘点以及维修采购；6、负责集团信息发布管理，微信公众号和新闻稿的发布；7、负责公司档案、文件的管理，包括汇总、编码和归档；8、完成上级交代的其他临时性工作。 ",,,"['弹性工作', '带薪年假', '五险一金', '包吃', '包三餐', '绩效奖金', '全勤奖', '节日福利', '交通补贴', '通讯补贴']",https://m.51job.com/jobs/zhoukou/110868956.html
103813125,信用卡营销经理,2019-04-02,zaozhuang,枣庄,6-8千/月,若干人,1年工作经验,大专,兴业银行股份有限公司济宁分行,,上班地址 : 枣庄,"
岗位职责：负责信用卡及信用卡衍生品的营销及维护。任职要求：1、品行端正，遵守国家法律法规，具备良好的职业道德和道德操守，无违法违纪行为和不良记录。2、工作责任心强，具备良好的沟通能力和团队协作精神，心理素质好，能承受工作压力。3、大专及以上学历，年龄35周岁以下，身体健康，形象气质佳。工作时间及福利：1、缴纳五险；2、享受国家法定节假日；3、提供多种晋升渠道；4、提供全套完善的专业知识及营销技能培训。工作地点：枣庄、滕州 ",,,"['员工旅游', '专业培训', '绩效奖金', '弹性工作', '五险']",https://m.51job.com/jobs/zaozhuang/103813125.html
